01,02,03,04,05,06
01,02,03,04,07,47
01,02,03,04,07,48
01,02,03,04,07,49
01,02,03,04,08,09
01,02,03,04,08,10
01,02,03,04,08,11
01,02,03,04,08,12
01,02,03,04,08,13
01,02,03,04,08,14
01,02,03,04,08,15
01,02,03,04,08,16
01,02,03,04,08,17
01,02,03,04,08,18
01,02,03,04,08,19
01,02,03,04,08,20
01,02,03,04,08,21
01,02,03,04,08,22
01,02,03,04,08,23
01,02,03,04,08,24
01,02,03,04,08,25
01,02,03,04,08,26
01,02,03,04,08,27
01,02,03,04,08,28
01,02,03,04,08,29
01,02,03,04,08,30
01,02,03,04,08,31
01,02,03,04,08,32
01,02,03,04,08,33
01,02,03,04,08,34
01,02,03,04,08,35
01,02,03,04,08,36
01,02,03,04,08,37
01,02,03,04,08,38
01,02,03,04,08,39
01,02,03,04,08,40
01,02,03,04,08,41
01,02,03,04,08,42
01,02,03,04,08,43
01,02,03,04,08,44
01,02,03,04,08,45
01,02,03,04,08,46
01,02,03,04,08,47
01,02,03,04,08,48
01,02,03,04,08,49
01,02,03,04,09,10
01,02,03,04,09,11
01,02,03,04,09,13
01,02,03,04,09,14
01,02,03,04,09,16
01,02,03,04,09,18
01,02,03,04,09,19
01,02,03,04,09,20
01,02,03,04,09,21
01,02,03,04,09,22
01,02,03,04,09,23
01,02,03,04,09,24
01,02,03,04,09,25
01,02,03,04,09,26
01,02,03,04,09,27
01,02,03,04,09,28
01,02,03,04,09,29
01,02,03,04,09,30
01,02,03,04,09,31
01,02,03,04,09,32
01,02,03,04,09,33
01,02,03,04,09,34
01,02,03,04,09,35
01,02,03,04,09,36
01,02,03,04,09,37
01,02,03,04,09,38
01,02,03,04,09,39
01,02,03,04,09,40
01,02,03,04,09,41
01,02,03,04,09,42
01,02,03,04,09,43
01,02,03,04,09,44
01,02,03,04,09,45
01,02,03,04,09,46
01,02,03,04,09,47
01,02,03,04,09,48
01,02,03,04,09,49
01,02,03,04,10,11
01,02,03,04,10,12
01,02,03,04,10,13
01,02,03,04,10,14
01,02,03,04,10,15
01,02,03,04,10,16
01,02,03,04,10,17
01,02,03,04,10,18
01,02,03,04,10,19
01,02,03,04,10,20
01,02,03,04,10,21
01,02,03,04,10,22
01,02,03,04,10,23
01,02,03,04,10,24
01,02,03,04,10,25
01,02,03,04,10,26
01,02,03,04,10,27
01,02,03,04,10,28
01,02,03,04,10,29
01,02,03,04,10,30
01,02,03,04,10,31
01,02,03,04,10,32
01,02,03,04,10,33
01,02,03,04,10,34
01,02,03,04,10,35
01,02,03,04,10,36
01,02,03,04,10,37
01,02,03,04,10,38
01,02,03,04,10,39
01,02,03,04,10,40
01,02,03,04,10,41
01,02,03,04,10,42
01,02,03,04,10,43
01,02,03,04,10,44
01,02,03,04,10,45
01,02,03,04,10,46
01,02,03,04,10,47
01,02,03,04,10,48
01,02,03,04,10,49
01,02,03,04,11,12
01,02,03,04,11,13
01,02,03,04,11,14
01,02,03,04,11,15
01,02,03,04,11,16
01,02,03,04,11,17
01,02,03,04,11,18
01,02,03,04,11,19
01,02,03,04,11,20
01,02,03,04,11,21
01,02,03,04,11,22
01,02,03,04,11,23
01,02,03,04,11,24
01,02,03,04,11,25
01,02,03,04,11,26
01,02,03,04,11,27
01,02,03,04,11,28
01,02,03,04,11,29
01,02,03,04,11,30
01,02,03,04,11,31
01,02,03,04,11,32
01,02,03,04,11,33
01,02,03,04,11,34
01,02,03,04,11,35
01,02,03,04,11,36
01,02,03,04,11,37
01,02,03,04,11,38
01,02,03,04,11,39
01,02,03,04,11,40
01,02,03,04,11,41
01,02,03,04,11,42
01,02,03,04,11,43
01,02,03,04,11,44
01,02,03,04,11,45
01,02,03,04,11,46
01,02,03,04,11,47
01,02,03,04,11,48
01,02,03,04,11,49
01,02,03,04,12,13
01,02,03,04,12,14
01,02,03,04,12,18
01,02,03,04,12,19
01,02,03,04,12,20
01,02,03,04,12,21
01,02,03,04,12,22
01,02,03,04,12,23
01,02,03,04,12,24
01,02,03,04,12,25
01,02,03,04,12,26
01,02,03,04,12,28
01,02,03,04,12,30
01,02,03,04,12,31
01,02,03,04,12,32
01,02,03,04,12,33
01,02,03,04,12,34
01,02,03,04,12,35
01,02,03,04,12,36
01,02,03,04,12,37
01,02,03,04,12,38
01,02,03,04,12,39
01,02,03,04,12,40
01,02,03,04,12,41
01,02,03,04,12,42
01,02,03,04,12,44
01,02,03,04,12,45
01,02,03,04,12,46
01,02,03,04,12,47
01,02,03,04,12,48
01,02,03,04,13,14
01,02,03,04,13,15
01,02,03,04,13,16
01,02,03,04,13,17
01,02,03,04,13,19
01,02,03,04,13,20
01,02,03,04,13,21
01,02,03,04,13,22
01,02,03,04,13,23
01,02,03,04,13,24
01,02,03,04,13,26
01,02,03,04,13,27
01,02,03,04,13,28
01,02,03,04,13,29
01,02,03,04,13,30
01,02,03,04,13,31
01,02,03,04,13,32
01,02,03,04,13,33
01,02,03,04,13,34
01,02,03,04,13,35
01,02,03,04,13,36
01,02,03,04,13,37
01,02,03,04,13,38
01,02,03,04,13,39
01,02,03,04,13,40
01,02,03,04,13,41
01,02,03,04,13,42
01,02,03,04,13,43
01,02,03,04,13,44
01,02,03,04,13,45
01,02,03,04,13,46
01,02,03,04,13,48
01,02,03,04,13,49
01,02,03,04,14,15
01,02,03,04,14,16
01,02,03,04,14,17
01,02,03,04,14,18
01,02,03,04,14,19
01,02,03,04,14,20
01,02,03,04,14,21
01,02,03,04,14,22
01,02,03,04,14,24
01,02,03,04,14,25
01,02,03,04,14,26
01,02,03,04,14,27
01,02,03,04,14,28
01,02,03,04,14,30
01,02,03,04,14,31
01,02,03,04,14,32
01,02,03,04,14,33
01,02,03,04,14,34
01,02,03,04,14,35
01,02,03,04,14,36
01,02,03,04,14,37
01,02,03,04,14,38
01,02,03,04,14,39
01,02,03,04,14,40
01,02,03,04,14,41
01,02,03,04,14,43
01,02,03,04,14,44
01,02,03,04,14,45
01,02,03,04,14,46
01,02,03,04,14,47
01,02,03,04,14,48
01,02,03,04,14,49
01,02,03,04,15,16
01,02,03,04,15,18
01,02,03,04,15,19
01,02,03,04,15,20
01,02,03,04,15,21
01,02,03,04,15,22
01,02,03,04,15,23
01,02,03,04,15,24
01,02,03,04,15,25
01,02,03,04,15,26
01,02,03,04,15,27
01,02,03,04,15,28
01,02,03,04,15,29
01,02,03,04,15,30
01,02,03,04,15,31
01,02,03,04,15,32
01,02,03,04,15,33
01,02,03,04,15,34
01,02,03,04,15,35
01,02,03,04,15,36
01,02,03,04,15,37
01,02,03,04,15,38
01,02,03,04,15,39
01,02,03,04,15,40
01,02,03,04,15,41
01,02,03,04,15,42
01,02,03,04,15,43
01,02,03,04,15,44
01,02,03,04,15,45
01,02,03,04,15,46
01,02,03,04,15,47
01,02,03,04,15,48
01,02,03,04,15,49
01,02,03,04,16,17
01,02,03,04,16,18
01,02,03,04,16,19
01,02,03,04,16,20
01,02,03,04,16,21
01,02,03,04,16,22
01,02,03,04,16,23
01,02,03,04,16,24
01,02,03,04,16,25
01,02,03,04,16,26
01,02,03,04,16,27
01,02,03,04,16,28
01,02,03,04,16,30
01,02,03,04,16,31
01,02,03,04,16,32
01,02,03,04,16,33
01,02,03,04,16,34
01,02,03,04,16,35
01,02,03,04,16,36
01,02,03,04,16,37
01,02,03,04,16,38
01,02,03,04,16,39
01,02,03,04,16,40
01,02,03,04,16,41
01,02,03,04,16,42
01,02,03,04,16,43
01,02,03,04,16,44
01,02,03,04,16,45
01,02,03,04,16,46
01,02,03,04,16,47
01,02,03,04,16,48
01,02,03,04,17,18
01,02,03,04,17,19
01,02,03,04,17,20
01,02,03,04,17,21
01,02,03,04,17,22
01,02,03,04,17,23
01,02,03,04,17,24
01,02,03,04,17,25
01,02,03,04,17,26
01,02,03,04,17,27
01,02,03,04,17,28
01,02,03,04,17,29
01,02,03,04,17,30
01,02,03,04,17,31
01,02,03,04,17,32
01,02,03,04,17,33
01,02,03,04,17,34
01,02,03,04,17,35
01,02,03,04,17,36
01,02,03,04,17,37
01,02,03,04,17,38
01,02,03,04,17,39
01,02,03,04,17,40
01,02,03,04,17,41
01,02,03,04,17,42
01,02,03,04,17,43
01,02,03,04,17,44
01,02,03,04,17,45
01,02,03,04,17,46
01,02,03,04,17,47
01,02,03,04,17,48
01,02,03,04,17,49
01,02,03,04,18,19
01,02,03,04,18,20
01,02,03,04,18,21
01,02,03,04,18,22
01,02,03,04,18,23
01,02,03,04,18,24
01,02,03,04,18,26
01,02,03,04,18,27
01,02,03,04,18,28
01,02,03,04,18,29
01,02,03,04,18,30
01,02,03,04,18,31
01,02,03,04,18,32
01,02,03,04,18,33
01,02,03,04,18,34
01,02,03,04,18,35
01,02,03,04,18,36
01,02,03,04,18,37
01,02,03,04,18,38
01,02,03,04,18,39
01,02,03,04,18,40
01,02,03,04,18,41
01,02,03,04,18,42
01,02,03,04,18,43
01,02,03,04,18,44
01,02,03,04,18,45
01,02,03,04,18,46
01,02,03,04,18,48
01,02,03,04,18,49
01,02,03,04,19,20
01,02,03,04,19,21
01,02,03,04,19,22
01,02,03,04,19,23
01,02,03,04,19,24
01,02,03,04,19,25
01,02,03,04,19,26
01,02,03,04,19,27
01,02,03,04,19,28
01,02,03,04,19,29
01,02,03,04,19,30
01,02,03,04,19,31
01,02,03,04,19,32
01,02,03,04,19,33
01,02,03,04,19,34
01,02,03,04,19,35
01,02,03,04,19,36
01,02,03,04,19,37
01,02,03,04,19,38
01,02,03,04,19,39
01,02,03,04,19,40
01,02,03,04,19,41
01,02,03,04,19,42
01,02,03,04,19,43
01,02,03,04,19,44
01,02,03,04,19,45
01,02,03,04,19,46
01,02,03,04,19,47
01,02,03,04,19,48
01,02,03,04,19,49
01,02,03,04,20,21
01,02,03,04,20,22
01,02,03,04,20,23
01,02,03,04,20,24
01,02,03,04,20,25
01,02,03,04,20,26
01,02,03,04,20,27
01,02,03,04,20,28
01,02,03,04,20,29
01,02,03,04,20,30
01,02,03,04,20,31
01,02,03,04,20,32
01,02,03,04,20,33
01,02,03,04,20,34
01,02,03,04,20,35
01,02,03,04,20,36
01,02,03,04,20,37
01,02,03,04,20,38
01,02,03,04,20,39
01,02,03,04,20,40
01,02,03,04,20,41
01,02,03,04,20,42
01,02,03,04,20,43
01,02,03,04,20,44
01,02,03,04,20,45
01,02,03,04,20,46
01,02,03,04,20,47
01,02,03,04,20,48
01,02,03,04,20,49
01,02,03,04,21,22
01,02,03,04,21,23
01,02,03,04,21,24
01,02,03,04,21,25
01,02,03,04,21,26
01,02,03,04,21,27
01,02,03,04,21,28
01,02,03,04,21,29
01,02,03,04,21,30
01,02,03,04,21,31
01,02,03,04,21,32
01,02,03,04,21,33
01,02,03,04,21,34
01,02,03,04,21,35
01,02,03,04,21,36
01,02,03,04,21,37
01,02,03,04,21,38
01,02,03,04,21,39
01,02,03,04,21,40
01,02,03,04,21,41
01,02,03,04,21,42
01,02,03,04,21,43
01,02,03,04,21,44
01,02,03,04,21,45
01,02,03,04,21,46
01,02,03,04,21,47
01,02,03,04,21,48
01,02,03,04,21,49
01,02,03,04,22,23
01,02,03,04,22,24
01,02,03,04,22,25
01,02,03,04,22,26
01,02,03,04,22,27
01,02,03,04,22,28
01,02,03,04,22,29
01,02,03,04,22,30
01,02,03,04,22,31
01,02,03,04,22,32
01,02,03,04,22,33
01,02,03,04,22,34
01,02,03,04,22,35
01,02,03,04,22,36
01,02,03,04,22,37
01,02,03,04,22,38
01,02,03,04,22,39
01,02,03,04,22,40
01,02,03,04,22,41
01,02,03,04,22,42
01,02,03,04,22,43
01,02,03,04,22,44
01,02,03,04,22,45
01,02,03,04,22,46
01,02,03,04,22,47
01,02,03,04,22,48
01,02,03,04,22,49
01,02,03,04,23,24
01,02,03,04,23,26
01,02,03,04,23,27
01,02,03,04,23,28
01,02,03,04,23,30
01,02,03,04,23,31
01,02,03,04,23,32
01,02,03,04,23,33
01,02,03,04,23,34
01,02,03,04,23,35
01,02,03,04,23,36
01,02,03,04,23,37
01,02,03,04,23,38
01,02,03,04,23,39
01,02,03,04,23,40
01,02,03,04,23,41
01,02,03,04,23,43
01,02,03,04,23,44
01,02,03,04,23,45
01,02,03,04,23,47
01,02,03,04,23,48
01,02,03,04,23,49
01,02,03,04,24,25
01,02,03,04,24,26
01,02,03,04,24,27
01,02,03,04,24,28
01,02,03,04,24,29
01,02,03,04,24,30
01,02,03,04,24,31
01,02,03,04,24,33
01,02,03,04,24,34
01,02,03,04,24,35
01,02,03,04,24,36
01,02,03,04,24,38
01,02,03,04,24,39
01,02,03,04,24,40
01,02,03,04,24,41
01,02,03,04,24,42
01,02,03,04,24,44
01,02,03,04,24,45
01,02,03,04,24,46
01,02,03,04,24,47
01,02,03,04,24,48
01,02,03,04,24,49
01,02,03,04,25,26
01,02,03,04,25,27
01,02,03,04,25,28
01,02,03,04,25,29
01,02,03,04,25,30
01,02,03,04,25,31
01,02,03,04,25,32
01,02,03,04,25,33
01,02,03,04,25,34
01,02,03,04,25,35
01,02,03,04,25,36
01,02,03,04,25,37
01,02,03,04,25,38
01,02,03,04,25,39
01,02,03,04,25,40
01,02,03,04,25,41
01,02,03,04,25,43
01,02,03,04,25,44
01,02,03,04,25,45
01,02,03,04,25,48
01,02,03,04,25,49
01,02,03,04,26,27
01,02,03,04,26,28
01,02,03,04,26,29
01,02,03,04,26,30
01,02,03,04,26,31
01,02,03,04,26,32
01,02,03,04,26,33
01,02,03,04,26,34
01,02,03,04,26,35
01,02,03,04,26,36
01,02,03,04,26,37
01,02,03,04,26,38
01,02,03,04,26,39
01,02,03,04,26,40
01,02,03,04,26,41
01,02,03,04,26,42
01,02,03,04,26,43
01,02,03,04,26,44
01,02,03,04,26,45
01,02,03,04,26,46
01,02,03,04,26,47
01,02,03,04,26,48
01,02,03,04,26,49
01,02,03,04,27,28
01,02,03,04,27,29
01,02,03,04,27,30
01,02,03,04,27,31
01,02,03,04,27,32
01,02,03,04,27,33
01,02,03,04,27,34
01,02,03,04,27,35
01,02,03,04,27,36
01,02,03,04,27,37
01,02,03,04,27,38
01,02,03,04,27,39
01,02,03,04,27,40
01,02,03,04,27,41
01,02,03,04,27,42
01,02,03,04,27,44
01,02,03,04,27,45
01,02,03,04,27,46
01,02,03,04,27,47
01,02,03,04,27,48
01,02,03,04,27,49
01,02,03,04,28,29
01,02,03,04,28,30
01,02,03,04,28,31
01,02,03,04,28,32
01,02,03,04,28,33
01,02,03,04,28,34
01,02,03,04,28,35
01,02,03,04,28,36
01,02,03,04,28,37
01,02,03,04,28,38
01,02,03,04,28,39
01,02,03,04,28,40
01,02,03,04,28,41
01,02,03,04,28,42
01,02,03,04,28,43
01,02,03,04,28,44
01,02,03,04,28,45
01,02,03,04,28,46
01,02,03,04,28,47
01,02,03,04,28,48
01,02,03,04,28,49
01,02,03,04,29,30
01,02,03,04,29,31
01,02,03,04,29,32
01,02,03,04,29,33
01,02,03,04,29,34
01,02,03,04,29,35
01,02,03,04,29,36
01,02,03,04,29,37
01,02,03,04,29,38
01,02,03,04,29,39
01,02,03,04,29,40
01,02,03,04,29,41
01,02,03,04,29,43
01,02,03,04,29,44
01,02,03,04,29,45
01,02,03,04,29,46
01,02,03,04,29,47
01,02,03,04,29,48
01,02,03,04,30,31
01,02,03,04,30,32
01,02,03,04,30,33
01,02,03,04,30,34
01,02,03,04,30,35
01,02,03,04,30,36
01,02,03,04,30,37
01,02,03,04,30,38
01,02,03,04,30,39
01,02,03,04,30,40
01,02,03,04,30,41
01,02,03,04,30,42
01,02,03,04,30,43
01,02,03,04,30,44
01,02,03,04,30,45
01,02,03,04,30,46
01,02,03,04,30,47
01,02,03,04,30,48
01,02,03,04,30,49
01,02,03,04,31,32
01,02,03,04,31,33
01,02,03,04,31,34
01,02,03,04,31,35
01,02,03,04,31,36
01,02,03,04,31,37
01,02,03,04,31,38
01,02,03,04,31,39
01,02,03,04,31,40
01,02,03,04,31,41
01,02,03,04,31,42
01,02,03,04,31,43
01,02,03,04,31,44
01,02,03,04,31,45
01,02,03,04,31,46
01,02,03,04,31,47
01,02,03,04,31,48
01,02,03,04,31,49
01,02,03,04,32,33
01,02,03,04,32,34
01,02,03,04,32,35
01,02,03,04,32,36
01,02,03,04,32,38
01,02,03,04,32,39
01,02,03,04,32,40
01,02,03,04,32,41
01,02,03,04,32,42
01,02,03,04,32,44
01,02,03,04,32,45
01,02,03,04,32,46
01,02,03,04,32,47
01,02,03,04,32,48
01,02,03,04,32,49
01,02,03,04,33,34
01,02,03,04,33,35
01,02,03,04,33,36
01,02,03,04,33,37
01,02,03,04,33,38
01,02,03,04,33,39
01,02,03,04,33,40
01,02,03,04,33,41
01,02,03,04,33,42
01,02,03,04,33,43
01,02,03,04,33,44
01,02,03,04,33,45
01,02,03,04,33,46
01,02,03,04,33,47
01,02,03,04,33,48
01,02,03,04,33,49
01,02,03,04,34,35
01,02,03,04,34,36
01,02,03,04,34,37
01,02,03,04,34,38
01,02,03,04,34,39
01,02,03,04,34,40
01,02,03,04,34,41
01,02,03,04,34,42
01,02,03,04,34,43
01,02,03,04,34,44
01,02,03,04,34,45
01,02,03,04,34,46
01,02,03,04,34,47
01,02,03,04,34,48
01,02,03,04,34,49
01,02,03,04,35,36
01,02,03,04,35,37
01,02,03,04,35,38
01,02,03,04,35,39
01,02,03,04,35,40
01,02,03,04,35,41
01,02,03,04,35,42
01,02,03,04,35,43
01,02,03,04,35,44
01,02,03,04,35,45
01,02,03,04,35,46
01,02,03,04,35,47
01,02,03,04,35,48
01,02,03,04,35,49
01,02,03,04,36,37
01,02,03,04,36,38
01,02,03,04,36,39
01,02,03,04,36,40
01,02,03,04,36,41
01,02,03,04,36,42
01,02,03,04,36,43
01,02,03,04,36,44
01,02,03,04,36,45
01,02,03,04,36,46
01,02,03,04,36,47
01,02,03,04,36,48
01,02,03,04,36,49
01,02,03,04,37,38
01,02,03,04,37,39
01,02,03,04,37,40
01,02,03,04,37,41
01,02,03,04,37,42
01,02,03,04,37,44
01,02,03,04,37,45
01,02,03,04,37,46
01,02,03,04,37,47
01,02,03,04,37,48
01,02,03,04,37,49
01,02,03,04,38,39
01,02,03,04,38,40
01,02,03,04,38,41
01,02,03,04,38,42
01,02,03,04,38,43
01,02,03,04,38,44
01,02,03,04,38,45
01,02,03,04,38,46
01,02,03,04,38,47
01,02,03,04,38,48
01,02,03,04,38,49
01,02,03,04,39,40
01,02,03,04,39,41
01,02,03,04,39,42
01,02,03,04,39,43
01,02,03,04,39,44
01,02,03,04,39,45
01,02,03,04,39,46
01,02,03,04,39,47
01,02,03,04,39,48
01,02,03,04,39,49
01,02,03,04,40,41
01,02,03,04,40,42
01,02,03,04,40,43
01,02,03,04,40,45
01,02,03,04,40,47
01,02,03,04,40,49
01,02,03,04,41,42
01,02,03,04,41,43
01,02,03,04,41,44
01,02,03,04,41,45
01,02,03,04,41,46
01,02,03,04,41,47
01,02,03,04,41,48
01,02,03,04,41,49
01,02,03,04,42,43
01,02,03,04,42,44
01,02,03,04,42,45
01,02,03,04,42,47
01,02,03,04,42,48
01,02,03,04,42,49
01,02,03,04,43,44
01,02,03,04,43,45
01,02,03,04,43,46
01,02,03,04,43,47
01,02,03,04,43,48
01,02,03,04,43,49
01,02,03,04,44,45
01,02,03,04,44,47
01,02,03,04,44,49
01,02,03,04,45,46
01,02,03,04,45,47
01,02,03,04,45,48
01,02,03,04,45,49
01,02,03,04,46,47
01,02,03,04,46,49
01,02,03,04,47,48
01,02,03,04,47,49
01,02,03,04,48,49
01,02,03,05,06,07
01,02,03,05,06,08
01,02,03,05,06,09
01,02,03,05,06,10
01,02,03,05,06,13
01,02,03,05,06,14
01,02,03,05,06,15
01,02,03,05,06,16
01,02,03,05,06,17
01,02,03,05,06,18
01,02,03,05,06,20
01,02,03,05,06,21
01,02,03,05,06,22
01,02,03,05,06,23
01,02,03,05,06,24
01,02,03,05,06,25
01,02,03,05,06,26
01,02,03,05,06,28
01,02,03,05,06,29
01,02,03,05,06,30
01,02,03,05,06,31
01,02,03,05,06,32
01,02,03,05,06,33
01,02,03,05,06,34
01,02,03,05,06,35
01,02,03,05,06,36
01,02,03,05,06,37
01,02,03,05,06,38
01,02,03,05,06,39
01,02,03,05,06,40
01,02,03,05,06,41
01,02,03,05,06,42
01,02,03,05,06,44
01,02,03,05,06,45
01,02,03,05,06,46
01,02,03,05,06,47
01,02,03,05,06,48
01,02,03,05,06,49
01,02,03,05,07,08
01,02,03,05,07,09
01,02,03,05,07,10
01,02,03,05,07,11
01,02,03,05,07,12
01,02,03,05,07,13
01,02,03,05,07,14
01,02,03,05,07,15
01,02,03,05,07,16
01,02,03,05,07,17
01,02,03,05,07,18
01,02,03,05,07,19
01,02,03,05,07,20
01,02,03,05,07,21
01,02,03,05,07,22
01,02,03,05,07,23
01,02,03,05,07,25
01,02,03,05,07,27
01,02,03,05,07,28
01,02,03,05,07,29
01,02,03,05,07,31
01,02,03,05,07,32
01,02,03,05,07,33
01,02,03,05,07,34
01,02,03,05,07,35
01,02,03,05,07,36
01,02,03,05,07,37
01,02,03,05,07,38
01,02,03,05,07,39
01,02,03,05,07,40
01,02,03,05,07,41
01,02,03,05,07,42
01,02,03,05,07,43
01,02,03,05,07,44
01,02,03,05,07,45
01,02,03,05,07,46
01,02,03,05,07,47
01,02,03,05,07,48
01,02,03,05,07,49
01,02,03,05,08,09
01,02,03,05,08,10
01,02,03,05,08,11
01,02,03,05,08,12
01,02,03,05,08,13
01,02,03,05,08,14
01,02,03,05,08,15
01,02,03,05,08,16
01,02,03,05,08,17
01,02,03,05,08,18
01,02,03,05,08,19
01,02,03,05,08,20
01,02,03,05,08,21
01,02,03,05,08,22
01,02,03,05,08,23
01,02,03,05,08,24
01,02,03,05,08,25
01,02,03,05,08,26
01,02,03,05,08,27
01,02,03,05,08,28
01,02,03,05,08,29
01,02,03,05,08,30
01,02,03,05,08,31
01,02,03,05,08,32
01,02,03,05,08,33
01,02,03,05,08,34
01,02,03,05,08,35
01,02,03,05,08,36
01,02,03,05,08,37
01,02,03,05,08,38
01,02,03,05,08,39
01,02,03,05,08,40
01,02,03,05,08,41
01,02,03,05,08,42
01,02,03,05,08,43
01,02,03,05,08,44
01,02,03,05,08,45
01,02,03,05,08,46
01,02,03,05,08,47
01,02,03,05,08,48
01,02,03,05,08,49
01,02,03,05,09,10
01,02,03,05,09,11
01,02,03,05,09,12
01,02,03,05,09,13
01,02,03,05,09,14
01,02,03,05,09,15
01,02,03,05,09,16
01,02,03,05,09,17
01,02,03,05,09,18
01,02,03,05,09,19
01,02,03,05,09,20
01,02,03,05,09,21
01,02,03,05,09,22
01,02,03,05,09,23
01,02,03,05,09,24
01,02,03,05,09,25
01,02,03,05,09,26
01,02,03,05,09,27
01,02,03,05,09,29
01,02,03,05,09,30
01,02,03,05,09,31
01,02,03,05,09,32
01,02,03,05,09,33
01,02,03,05,09,34
01,02,03,05,09,35
01,02,03,05,09,36
01,02,03,05,09,37
01,02,03,05,09,38
01,02,03,05,09,39
01,02,03,05,09,40
01,02,03,05,09,41
01,02,03,05,09,43
01,02,03,05,09,44
01,02,03,05,09,45
01,02,03,05,09,46
01,02,03,05,09,47
01,02,03,05,09,49
01,02,03,05,10,11
01,02,03,05,10,12
01,02,03,05,10,13
01,02,03,05,10,14
01,02,03,05,10,15
01,02,03,05,10,16
01,02,03,05,10,17
01,02,03,05,10,18
01,02,03,05,10,19
01,02,03,05,10,20
01,02,03,05,10,21
01,02,03,05,10,22
01,02,03,05,10,23
01,02,03,05,10,24
01,02,03,05,10,25
01,02,03,05,10,26
01,02,03,05,10,27
01,02,03,05,10,28
01,02,03,05,10,29
01,02,03,05,10,30
01,02,03,05,10,31
01,02,03,05,10,32
01,02,03,05,10,33
01,02,03,05,10,34
01,02,03,05,10,35
01,02,03,05,10,36
01,02,03,05,10,37
01,02,03,05,10,38
01,02,03,05,10,39
01,02,03,05,10,40
01,02,03,05,10,41
01,02,03,05,10,42
01,02,03,05,10,43
01,02,03,05,10,44
01,02,03,05,10,45
01,02,03,05,10,46
01,02,03,05,10,47
01,02,03,05,10,48
01,02,03,05,10,49
01,02,03,05,11,12
01,02,03,05,11,13
01,02,03,05,11,14
01,02,03,05,11,15
01,02,03,05,11,16
01,02,03,05,11,17
01,02,03,05,11,18
01,02,03,05,11,20
01,02,03,05,11,21
01,02,03,05,11,22
01,02,03,05,11,23
01,02,03,05,11,24
01,02,03,05,11,25
01,02,03,05,11,26
01,02,03,05,11,28
01,02,03,05,11,29
01,02,03,05,11,30
01,02,03,05,11,31
01,02,03,05,11,32
01,02,03,05,11,33
01,02,03,05,11,34
01,02,03,05,11,35
01,02,03,05,11,36
01,02,03,05,11,37
01,02,03,05,11,38
01,02,03,05,11,39
01,02,03,05,11,40
01,02,03,05,11,41
